Word,OccurTotal,OccurNum,Rating.Mean,Rating.SD,Frequency
apostate,19,12,12.58,3.68,3
appreciator,19,18,11.78,2.62,3
approximation,18,18,12.56,3.82,3
attainment,20,20,13.8,3.47,3
backtalk,19,18,7.89,3.25,3
badinage,18,6,14.5,4.93,3
baronial,18,8,12.25,5.01,3
bather,19,18,7.67,3.87,3
beatific,18,12,14.75,2.77,3
bezique,18,2,16.5,2.12,3
bibliography,19,19,10.95,2.34,3
billowy,19,15,10.93,3.22,3
bioluminescent,18,12,15.67,4.58,3
bluebottle,19,9,15.11,4.68,3
boondoggle,19,6,14.33,2.94,3
boor,18,14,12.14,3.92,3
breathalyzer,20,20,14.85,3.76,3
bronchus,20,12,13.25,4.09,3
bursa,22,9,15.78,2.86,3
burthen,19,5,14.6,3.05,3
bustard,18,8,15.75,3.54,3
cairn,19,11,15.27,4.96,3
calabash,19,8,16.75,5.2,3
calligrapher,18,14,11.07,4.01,3
caporal,19,5,13,2.55,3
capstone,19,17,13.47,5.16,3
carbonaceous,19,13,16.31,3.9,3
cert,19,9,13,4.58,3
chambered,19,15,13.67,4.05,3
chemosynthesis,19,9,15.78,2.91,3
clinician,19,17,13.35,3.33,3
coalmine,20,18,10.33,3.03,3
collation,20,16,13.69,4.16,3
compensator,19,19,13.37,2.95,3
conceptualize,18,16,15.31,4.09,3
concerted,19,16,14.88,2.31,3
conscript,22,15,14.67,3.5,3
constriction,18,18,11,3.09,3
contaminant,18,18,12.22,2.86,3
contravention,18,4,13.5,7.33,3
coregent,18,8,14.88,2.3,3
corkboard,19,18,8.44,3.29,3
counterinsurgency,19,10,16.4,3.5,3
cursor,19,19,12.16,5.77,3
debark,18,17,12.24,4.07,3
defamatory,19,17,15.94,3.7,3
demagogue,19,13,16.38,2.26,3
dematerialize,19,19,12.05,3.26,3
densitometer,18,7,16,4.51,3
detente,18,9,15.44,2.92,3
deviance,19,17,14.59,3.94,3
disinclined,19,17,12.71,2.34,3
dispassion,18,15,14.07,3.03,3
dispirit,19,13,15.23,4.07,3
domesticate,18,18,11.39,3.82,3
doorframe,19,18,8.39,2.25,3
dumbfound,19,19,10.47,3.5,3
dungaree,18,17,12.47,3.86,3
earplug,19,19,7.58,1.89,3
effete,19,9,15.67,4.56,3
eidetic,18,4,16.75,4.03,3
elegy,18,16,12.62,4.32,3
eliminator,18,18,11.17,2.83,3
encapsulate,19,17,13.88,4.23,3
epidemiologist,18,15,15.6,2.87,3
equalization,18,18,11,3.34,3
evilness,18,18,8.5,2.62,3
exaltation,18,14,12.86,2.82,3
exemplify,19,18,11.72,2.61,3
existent,19,18,11.22,4.22,3
exploiter,18,18,13.11,3.31,3
exteriorize,19,10,15.6,3.66,3
farmhand,19,19,7.89,3.71,3
fatheaded,19,17,8.82,2.53,3
flavorful,18,18,9.83,3.54,3
flexure,19,10,16.5,5.08,3
flyleaf,18,15,11.87,3.07,3
fogey,19,16,10.75,3.26,3
forebear,18,15,14.07,4.2,3
foreyard,19,9,12.78,5.38,3
frenetic,18,13,13.69,2.9,3
fuddle,19,13,11.69,2.72,3
fumigant,19,14,13.5,3.61,3
gape,18,18,11.72,3.34,3
garfish,18,9,14.67,3.2,3
glorification,19,19,11.74,3.23,3
gluey,19,18,7.56,2.48,3
goanna,18,3,13.67,3.51,3
gooseflesh,22,14,12.5,4.4,3
grafter,19,12,12.17,2.44,3
gridiron,19,16,12.62,4.75,3
guaranty,19,17,11,2.76,3
gunroom,19,18,9.44,2.97,3
handhold,19,19,9.26,3.12,3
histrionics,18,9,14.89,1.83,3
homepage,19,19,14.26,5.56,3
homogeneous,19,17,14.88,3.84,3
hydrolytic,18,7,16.43,0.98,3
immolation,19,14,15.5,3.76,3
impecunious,18,12,16.08,3.09,3
improbity,18,10,13.2,4.66,3
inaccessibility,18,18,9.89,2.63,3
inamorata,19,8,16.12,2.1,3
indemnification,18,15,15.67,2.69,3
indigestible,18,18,11.94,2.21,3
inductor,18,17,12.24,2.86,3
inelegant,18,18,12.44,2.38,3
infanticide,19,15,16.27,4.1,3
inhalator,19,16,14.06,4.02,3
insupportable,19,18,12.44,3.07,3
intensifier,18,16,13.56,3.14,3
interjection,19,18,13.5,2.6,3
intransigence,18,6,16.5,2.26,3
irascible,18,9,15.78,3.7,3
irredeemable,19,18,12.89,3.82,3
irrelevancy,18,18,11.44,3.7,3
jeer,19,16,11.88,2.75,3
kinesiology,19,11,15.82,2.86,3
kingship,18,15,11.73,3.79,3
lamplighter,19,16,10.69,4.19,3
largemouth,19,17,10.94,4.92,3
leatherette,19,11,15,4.31,3
leghorn,19,12,11.17,3.46,3
lifebuoy,18,16,10.12,3.36,3
lipid,18,18,14.22,2.37,3
liquefaction,18,11,15.27,4.41,3
logroller,19,17,11.24,3.73,3
longish,18,17,11.47,3.76,3
longways,18,16,10.44,3.1,3
lounger,19,17,9.82,2.65,3
lovesickness,18,18,10.72,3.3,3
lysergic,19,9,14.44,3.47,3
manometer,18,6,17.33,1.75,3
marcher,19,18,9.11,3.51,3
maxillary,19,11,15.55,2.58,3
metered,18,16,13.88,3.5,3
molybdenum,18,12,15.83,3.76,3
moonlighter,18,17,12.82,4.33,3
moribund,19,8,15.38,4.57,3
motiveless,18,18,11.61,2.35,3
mulish,18,9,17.78,6.04,3
mulligatawny,18,6,15,4,3
multilevel,18,18,8.33,2.45,3
mutable,18,15,10.93,3.08,3
myeloid,18,8,15.25,3.37,3
necromancy,19,9,14.11,4.37,3
neediness,18,18,10.11,2.95,3
nonsectarian,19,13,17.23,4.46,3
northerner,18,17,9.12,2.29,3
occultism,19,14,15.07,3.45,3
ornithological,20,9,16.78,4.49,3
orthodontic,19,19,11.68,2.89,3
osculation,19,11,16.64,3.8,3
ostracism,19,15,14.73,3.43,3
outperform,18,15,12.67,2.09,3
overenthusiastic,19,19,12,2.96,3
palliative,19,9,17.11,4.37,3
parapsychologist,18,11,16.91,4.5,3
parotid,19,9,16.78,6.72,3
participle,18,14,12.14,4.13,3
pellagra,18,9,15.11,5.3,3
perambulate,19,12,14.75,2.83,3
phish,18,13,15.38,3.71,3
plumper,19,18,8.89,2.4,3
polycystic,18,11,18.09,3.94,3
polymorphic,19,15,15.6,2.59,3
polynomial,19,16,13,2.78,3
prater,19,6,14.83,2.71,3
predominate,18,13,11.38,3.18,3
preproduction,18,15,14.87,4.09,3
prequel,19,15,11.73,3.41,3
presoak,18,18,9.89,3.2,3
promulgate,22,11,16.82,2.75,3
psychopathology,18,16,16,4.02,3
publican,18,13,13.46,4.24,3
pustule,22,15,14,3.66,3
quitclaim,19,9,15.67,5.17,3
rearrangement,18,18,9.39,2.55,3
recalcitrance,19,11,15.91,4.35,3
redevelop,19,19,12.11,2.16,3
redraft,18,13,12.54,3.28,3
reducible,18,18,11.56,3.28,3
reinstitute,18,14,14.21,2.86,3
remarriage,19,19,11.32,3.2,3
reoccur,18,17,10.65,2.74,3
reservist,18,15,14.33,2.61,3
resumption,19,17,13.06,3.34,3
rhombus,18,16,10.88,2.92,3
rive,18,7,10.71,4.82,3
romancer,18,16,13.62,3.83,3
rowel,18,2,15,4.24,3
runabout,20,20,12.55,5.07,3
sachet,18,16,11.62,3.63,3
satiate,18,12,16.75,3.05,3
scallywag,20,17,11.94,3.9,3
scatterbrained,19,19,9.95,2.41,3
seascape,19,16,10.88,3.76,3
selector,19,17,11.65,2.94,3
semiautomatics,18,18,13.11,3.2,3
sharkskin,18,17,8.94,2.95,3
shenanigan,18,18,10.5,2.55,3
simper,19,13,11.85,4.06,3
slattern,19,8,13.75,1.16,3
smeller,19,17,8.29,3.35,3
snuffbox,18,17,12.47,2.98,3
sophistry,18,8,15.62,4.47,3
sousaphone,19,14,15.07,4.2,3
speedball,18,15,12.27,3.59,3
spinout,18,18,10.61,2.45,3
sportive,22,14,12.93,4.98,3
steadiness,19,19,8.89,2.13,3
stilly,18,9,12.67,5.41,3
sublimity,19,17,15,2.6,3
subsist,18,13,12.54,1.71,3
sudsy,19,18,8.33,3.12,3
supplant,18,15,13.47,3.16,3
tachometer,18,14,14.36,3.84,3
tatty,19,12,12.42,4.83,3
technetium,19,7,17,4.4,3
telecommunication,18,18,14.44,2.87,3
tenseness,19,19,11.05,3.46,3
thereabout,19,18,9.94,2.04,3
threshing,19,13,12.15,2.7,3
tipoff,19,18,11,3.51,3
tommyrot,18,11,13.36,5.61,3
topmost,19,18,9.94,3.92,3
torchbearer,18,17,10.53,3.74,3
toxemia,19,14,16.71,3.93,3
tritium,36,10,16,2.58,3
trounce,19,15,11.47,2.53,3
tuber,19,17,10.47,2.98,3
unbending,19,17,10.94,2.84,3
uncontaminated,18,18,11.83,2.01,3
undermanned,37,32,13.69,3.09,3
underpay,19,19,11.32,3.92,3
undersheriff,18,16,14.56,3.78,3
unfazed,18,17,10.71,3.12,3
unhallowed,19,14,13.21,2.61,3
unlatch,19,19,8.53,3.81,3
unmannerly,18,17,9.65,3.57,3
unneeded,19,19,10.63,3.58,3
unserious,19,16,9.12,2.9,3
valorous,19,12,12.83,4,3
vaporous,18,16,13.31,3.32,3
venality,19,11,14.45,4.18,3
verbalize,19,19,11.16,2.63,3
videophone,34,32,13.06,4.57,3
voiceless,18,18,11.06,4.44,3
wellhead,19,4,16.5,5.92,3
willowy,38,29,11.03,3.31,3
zabaglione,19,4,16.25,4.35,3
abominate,19,17,15,4.24,3
absorber,18,18,10.33,3.27,3
accountancy,19,15,14.8,2.37,3
acidophilus,18,10,17.4,5.66,3
acquiesce,19,16,14.25,3.47,3
adherent,18,18,14.17,2.77,3
aforethought,19,18,13.72,3.74,3
aftereffect,18,17,12.06,2.38,3
aircrew,22,20,10.15,3.22,3
alarum,18,8,12.38,4.98,3
allergen,21,19,11.58,4.02,3
amoebic,22,19,13.68,2,3
anatomist,20,18,14.22,5.21,3
angiography,19,9,15.67,2.29,3
anodized,19,9,14.44,2.3,3
antiseptics,18,18,10.78,2.71,3
aphasic,18,7,14.71,2.14,3
appaloosa,18,14,11.71,3.63,3
appreciable,18,18,10.17,2.68,3
arteriogram,19,8,17.12,3.87,3
artless,18,17,13.82,3.05,3
astronautics,18,15,12.07,2.87,3
atomize,19,17,13.24,3.15,3
balladeer,18,8,15.75,2.43,3
balletic,18,14,11.93,4.45,3
balloonist,18,17,9.94,3.88,3
bangtail,19,6,9.67,4.37,3
barkeeper,18,17,11.29,3.79,3
bauxite,19,8,13,5.18,3
bayberry,19,11,11.64,3.8,3
benchmark,18,18,12.28,3.71,3
benefactress,20,18,14.94,2.41,3
bigheaded,18,18,10.33,3.9,3
bioluminescence,19,14,15.93,2.76,3
biometrics,18,17,15.29,3.14,3
bitchery,18,16,13.94,3.4,3
blat,18,10,13.2,4.13,3
blowgun,19,19,10.89,3.49,3
blub,18,13,8.08,2.81,3
boastfulness,20,20,10.55,3.58,3
bonhomie,18,4,15.25,2.5,3
bootstrap,18,18,9.94,3.35,3
braggadocio,22,9,15.11,2.89,3
brigantine,19,8,13.12,4.88,3
browbeat,20,18,13.44,2.75,3
bumbershoot,19,7,14,7.02,3
bundler,18,12,11.25,3.65,3
burrower,19,18,11.28,2.54,3
calaboose,18,6,12.67,4.84,3
capacious,18,12,14,3.1,3
carapace,19,8,15.75,4.4,3
catalpa,20,6,15,3.1,3
catamaran,18,11,15.55,4.72,3
cavort,22,16,12.06,2.59,3
chairlift,22,22,12.09,3.45,3
changeless,19,19,11.58,3.04,3
chorale,19,16,11.5,3.56,3
chromatic,18,16,12.56,2.61,3
chronometric,18,5,16,1.58,3
cicada,18,13,11.54,5.04,3
circumferential,19,12,12.5,3.4,3
cirrhotic,18,3,18.67,5.86,3
clansman,18,16,12.19,3.85,3
closetful,18,16,9.75,4.28,3
clubwoman,18,13,13.62,3.88,3
codefendant,18,18,14.56,3.26,3
collectable,19,19,8.11,4.43,3
colloquial,18,12,13.92,5.21,3
colloquialism,19,17,14.76,4.19,3
colonist,19,19,10.74,2.47,3
commissariat,18,10,17.2,3.29,3
commonsense,19,19,9,2.16,3
compacted,19,19,11,3.14,3
compunctious,18,7,14.14,2.79,3
consignee,19,17,16.35,3.32,3
convalesce,35,26,13.69,2.54,3
convocation,19,13,14,3.63,3
cottony,19,16,10.5,3.65,3
counterintuitive,18,15,12.47,4.07,3
crocus,20,16,11.19,3.76,3
cryonic,19,14,15.07,3.99,3
cudbear,19,4,11,1.83,3
daintiness,19,18,10.94,2.69,3
daybook,18,14,12.43,2.98,3
debone,19,19,10.74,4.03,3
debugger,18,15,14.4,3.64,3
decimator,22,13,12.46,3.28,3
degeneracy,21,16,13.81,4.2,3
demystify,19,17,13.41,2.03,3
depopulate,18,15,13.27,2.6,3
deregulation,19,17,15,3.82,3
dermatological,18,18,13,3.48,3
despotism,20,15,14,4.04,3
detoxify,20,18,14.61,4.13,3
dicer,19,13,9.92,2.56,3
digression,18,18,14.89,4.24,3
dingdong,19,19,4.26,1.76,3
diocesan,19,13,14,4.08,3
disdainful,19,19,12.89,3.02,3
disentangle,18,16,12.44,3.58,3
disfavor,18,18,13.94,2.53,3
dissemination,18,14,15.64,2.47,3
dissonance,19,17,12.82,4.39,3
distiller,20,20,12.75,2.81,3
divertissement,19,10,16.7,4.57,3
divertive,18,14,13.86,3.53,3
documentarian,19,16,13,3.44,3
dolor,18,6,13.67,6.74,3
doodler,18,17,8.65,3.39,3
downdraught,19,9,16.44,3.84,3
downpour,18,18,7.33,2.22,3
doxy,20,9,14.56,3.28,3
dragonroot,19,12,12,4.41,3
dragoon,19,13,12,4.78,3
drawstring,18,18,9.72,4.07,3
dreadnought,18,10,17.2,4.39,3
dropkick,18,18,9.06,3.69,3
drowse,18,18,11.5,3.78,3
dumbstruck,19,19,11.26,3.59,3
durbar,18,3,17,3,3
earldom,18,10,12.3,2.87,3
earthen,19,17,12.82,3.76,3
eatable,19,14,8.93,4.27,3
effectual,22,18,11.89,2.87,3
effleurage,19,4,18.5,4.93,3
eldritch,18,5,13,5.39,3
electrochemical,19,17,13,2.83,3
emotionless,19,19,11.68,2.98,3
emotive,18,17,12.71,3.44,3
encephalogram,18,11,15.82,4.19,3
enslaver,19,18,11.22,2.56,3
enterpriser,18,17,13.06,4.13,3
entombment,19,19,12.11,3.48,3
epigram,18,9,12.67,3.35,3
evasiveness,19,17,13.12,3.94,3
exhalation,18,18,12.22,3.67,3
expansionist,18,16,15.12,4.01,3
explication,20,16,13.38,5.24,3
extroverted,19,17,13.35,3.18,3
eyedrop,18,18,7.39,2.59,3
eyeless,19,19,8.42,3.59,3
falsification,19,19,11.63,2.79,3
fatalist,19,18,14.39,3.09,3
festoon,18,10,14.6,4.25,3
filmic,18,8,14.5,3.74,3
firebreak,18,12,13.75,3.55,3
firmware,18,14,12.86,3.46,3
flapdoodle,18,3,16.67,5.51,3
flatlander,19,15,12.53,4.5,3
flavorless,19,19,9.32,3.86,3
flitter,18,17,10.12,3.6,3
floodwater,18,18,8.5,2.85,3
fluorite,18,12,13.83,4.06,3
footling,22,10,12.9,3.18,3
footrace,18,18,9.11,3.76,3
forebrain,19,13,12.77,4.19,3
foxhunt,18,17,9.94,4.89,3
funerary,18,6,14.33,4.13,3
fungicide,19,18,13.33,4.07,3
gadgetry,19,18,11.17,4.02,3
gamine,19,13,13.69,2.98,3
gasbag,20,14,11.07,5.05,3
gavotte,18,4,11.5,2.65,3
gentrification,22,14,15,4.77,3
geode,19,15,11.6,3.33,3
geophysical,18,16,12.31,3.34,3
germy,19,19,6.74,4.39,3
gestate,19,16,12.94,3.43,3
glassful,19,18,7.33,4.09,3
gluon,19,7,15.29,3.73,3
grandsire,18,13,13.54,3.67,3
greasiness,18,18,8.5,3.67,3
grosbeak,20,4,16.5,6.86,3
grounder,18,16,11.88,3.54,3
guanine,18,8,15,2.27,3
guileless,19,13,16.62,3.82,3
gusset,18,10,10.5,2.88,3
hairsplitting,20,20,12.05,4.25,3
halfpenny,20,15,11.07,4.28,3
handcraft,18,18,11.89,3.46,3
handedness,19,16,11.38,3.65,3
hardhearted,18,18,10.17,4.16,3
hasp,18,10,13.2,3.39,3
hatchling,19,19,8.32,3.76,3
hawser,18,4,16,2.83,3
heartstring,18,15,10.67,3.22,3
hippocampus,19,16,16.31,3.66,3
homesteader,19,16,11.44,3.69,3
homoerotic,18,15,16.4,3,3
horticulturalist,19,14,15.36,2.79,3
hyperacidity,18,15,14.47,4.1,3
hypertonic,19,11,14.91,2.3,3
hypertrophic,18,13,15.92,2.1,3
hyssop,19,14,15.79,5.09,3
idiomatic,19,16,14.69,4.57,3
idolater,18,7,10.14,2.97,3
immensity,20,19,11.84,3.72,3
immunosuppressive,18,13,13.77,4.28,3
impactful,18,15,11.47,2.53,3
imperceptible,18,15,12.53,3.5,3
impracticable,20,18,12.39,3.6,3
improvisational,18,17,13.06,4.15,3
inactivity,20,20,10.45,3.14,3
indebtedness,18,15,12.4,3.33,3
indecorous,18,7,16,3.61,3
indemnify,22,16,15.94,3.49,3
indisposition,19,14,14,3.26,3
inexpressible,19,19,12.63,2.54,3
inguinal,20,10,14.4,6,3
inquisitiveness,19,18,12.39,3.45,3
insignificance,18,18,10.72,3.04,3
insulter,20,18,11.11,2.78,3
intercity,19,17,15.18,2.67,3
interrupter,18,18,9.56,3.68,3
intransitive,19,16,15.19,5.41,3
iridescent,18,15,14.87,4.34,3
ironwork,19,17,11.12,4.59,3
isolationism,22,20,12.35,3.31,3
isotopic,19,15,15.87,4.49,3
jacketed,19,13,11.38,3.69,3
jetliner,20,20,9.4,3.07,3
joist,21,19,11.95,6.11,3
juxtapose,18,15,15.87,3.36,3
keyboardist,19,18,9.94,3.92,3
kilogram,19,19,11.32,4.6,3
kiloton,18,11,13.09,2.77,3
korma,19,5,17.8,2.17,3
lactation,20,19,14.58,4.98,3
lagniappe,18,4,9.5,4.93,3
lamentation,20,20,11.95,3.14,3
lanolin,19,18,14.06,3.8,3
lath,18,11,14.55,3.45,3
launderer,18,18,14.56,3.07,3
lavaliere,18,10,15.3,3.68,3
lector,18,12,14,3.25,3
legerdemain,18,7,16,4.4,3
leprous,18,14,13.57,4.18,3
limburger,19,11,11.45,5.26,3
lingua,18,12,14.92,3.85,3
lithograph,19,17,15.12,2.45,3
litigant,19,14,14.71,4.3,3
litterbug,19,19,6.53,2.27,3
lubricator,19,19,13.05,2.74,3
lugubrious,18,9,18.22,2.91,3
lumpectomy,22,13,15.69,3.07,3
magnifier,20,20,9.7,4.04,3
malodorous,19,12,14.33,2.9,3
marbled,19,19,9.74,3.02,3
marinade,19,19,11.21,3.85,3
marshy,18,18,8.56,2.18,3
masterstroke,18,10,14,4.19,3
matriculate,19,17,15.82,3.3,3
mawkish,19,13,15.08,3.17,3
mayhap,19,8,13.12,2.53,3
meander,19,15,10.6,2.23,3
mechanistic,19,17,12.88,3.87,3
merino,18,8,18,3.82,3
metabolite,19,17,15,4.26,3
metamorphic,18,18,12.61,4.53,3
metaphase,19,13,15.38,3.97,3
metaphysic,18,15,14.53,3.18,3
mezzo,18,10,12.6,3.81,3
micron,18,16,14.56,2.19,3
miserly,18,16,12.25,3.34,3
misgiving,18,18,11,3.05,3
mistrustful,19,19,10,3.25,3
modernity,19,19,12.74,3.6,3
mortise,18,13,13.31,2.69,3
mucilage,18,9,14.22,4.99,3
mucosal,19,10,13.5,5.4,3
multicultural,18,18,10.22,3.3,3
multitudinous,18,12,13,4.07,3
mutuality,19,19,13.05,3.64,3
naturalistic,18,18,13.67,4.13,3
naysayer,19,18,12.28,4.04,3
nebulous,19,15,13.27,2.81,3
nectarine,18,18,8.94,3.99,3
neoclassic,18,16,14.88,4.15,3
netball,18,15,10.47,2.72,3
netsuke,18,5,16,6.56,3
neuromuscular,21,17,16.18,2.72,3
noisemaker,19,19,8.21,3.07,3
nonessential,19,19,12.53,2.41,3
nonexclusive,18,18,12.22,3.49,3
noninfectious,18,18,12,3.11,3
octant,19,12,15.5,4.17,3
oddness,18,18,8.72,2.22,3
ontological,19,13,15.15,3.78,3
ornamentation,19,19,11.11,3.6,3
orthopedics,18,18,11.39,3.65,3
oscillate,18,15,14.13,4,3
osmotic,19,9,14.11,3.72,3
ostensible,18,11,16,3.82,3
ouster,20,15,13.07,4.04,3
outtalk,18,15,11.53,3.07,3
overproduction,19,19,12.47,3.6,3
overtone,19,17,14.06,3.11,3
oxalate,19,4,15.25,2.87,3
pacification,22,21,12.52,3.04,3
pantograph,19,7,15.14,4.26,3
paperless,35,35,10.91,4.46,3
paregoric,19,4,19,2.71,3
parricide,18,6,13.67,4.84,3
peashooter,22,19,9.79,2.68,3
penitence,20,13,12.31,3.04,3
pentathlon,18,12,13.33,5.14,3
perestroika,18,7,14.71,2.06,3
perigee,19,7,14.43,5.5,3
peristaltic,19,8,16.75,2.92,3
permutation,18,15,14.4,3.92,3
pestilential,19,14,13.5,3.8,3
phial,18,5,15.4,2.88,3
picaroon,18,7,15.57,4.93,3
pictographic,20,17,12.71,4.19,3
pidgin,19,7,9.57,4.86,3
piercer,19,17,11.88,2.52,3
piscatorial,19,4,15.25,3.59,3
planeload,18,16,9.88,3.59,3
plateful,19,18,8.06,3.51,3
platypus,19,17,7.71,2.59,3
playable,20,20,7.35,1.6,3
pleat,19,16,12,3.33,3
poinsettia,20,18,8.89,3.68,3
policyholder,19,19,14.05,4.35,3
politico,18,12,13.5,4.36,3
poltroon,19,2,14,1.41,3
poplin,19,9,12.67,4,3
possessiveness,18,18,11.33,2.93,3
postdoctoral,19,18,14.94,3.95,3
postnatal,19,19,12.79,4.96,3
postulate,18,13,13.85,5.11,3
pratfall,19,10,13.5,4.5,3
preeminence,18,15,13.13,3.38,3
preen,18,13,13.23,4.25,3
prettiness,18,18,8.39,3.87,3
procaine,19,7,13,5.51,3
procreative,19,19,14.95,3.78,3
promotable,20,20,13.55,3.35,3
prophetess,18,15,12.33,3.48,3
proprietress,19,17,13.24,4.05,3
protrusion,20,19,12.37,2.71,3
providential,18,17,13.18,3.36,3
psalmist,18,14,11.14,3.03,3
psychoneurotic,18,14,16.21,3.09,3
psychosocial,18,16,15.44,3.37,3
pugilistic,19,9,14.89,5.37,3
punctilious,18,10,14.5,3.41,3
purgative,18,12,13.92,3.03,3
quadrille,19,5,13.8,3.63,3
quantitative,18,17,14,2.6,3
quietus,19,9,14.33,1.66,3
ragamuffin,19,18,8.11,3.05,3
railhead,18,11,12.18,2.44,3
ratiocinate,19,5,14.4,3.05,3
rationalist,18,17,14.24,3.63,3
rebelliousness,19,19,11.37,2.91,3
recalculate,19,19,11.53,2.72,3
reflectivity,18,18,13.33,3.58,3
reinsert,22,22,10.32,4.2,3
reintroduction,19,19,11.32,3.09,3
repeatable,18,18,10.17,3.05,3
repot,19,18,8.44,2.12,3
reproachful,19,19,12.26,2.73,3
repugnance,19,18,13.22,3.99,3
resuscitator,18,17,13.24,3.42,3
retiree,19,19,11.63,4.86,3
rhododendron,19,17,11.53,5.59,3
saccharin,19,13,11.92,5.2,3
sacral,18,7,14.14,4.3,3
sapsucker,19,16,13.19,4.89,3
satiety,18,14,13.21,3.79,3
schnozzle,19,10,12.5,3.44,3
scrod,19,14,13.64,4.67,3
scrollwork,20,15,14.53,4.07,3
scull,19,13,10.31,6.05,3
seafront,20,20,9.65,4.15,3
seismograph,20,20,10.65,2.94,3
semiprecious,18,16,13.38,4.76,3
sepia,18,15,14.4,4.79,3
shopworn,19,14,11.07,3.27,3
shortchange,18,17,11.82,3.13,3
sidetrack,18,18,11,3.33,3
sidewall,18,18,11.22,4.04,3
silkworm,19,19,7.95,2.48,3
skitter,18,12,10.83,3.1,3
skyhook,18,15,13.27,4.71,3
slovenly,18,16,13.44,4,3
socialistic,18,17,13.76,2.63,3
softheaded,18,16,10.81,4.23,3
sorrowing,18,18,12.44,3.97,3
spadework,18,10,14.5,3.54,3
spanker,19,18,10.83,4.57,3
spectrometry,18,13,16.15,3.31,3
spillover,19,18,13.72,4.97,3
staid,19,14,11.43,4.03,3
statuary,19,17,12.06,3.05,3
stele,19,8,13.5,2.51,3
stereoscopic,22,15,12.47,3.04,3
stinginess,20,19,8.84,3.92,3
subcompact,18,17,15.06,4.7,3
subordination,18,16,12.75,3.82,3
subsistence,18,17,13.18,2.7,3
subsoil,19,16,11.12,3.16,3
superheat,19,15,11.07,2.12,3
supplicate,20,18,16.11,4.4,3
surmountable,18,16,13.19,2.97,3
talebearer,20,10,11.4,2.63,3
tamarind,18,7,14.86,4.3,3
thankfulness,19,19,8,3.65,3
thiamine,19,13,13.85,3.85,3
thrasher,19,17,10.82,4.82,3
tinder,18,14,11.64,4.89,3
tormentor,18,18,10.44,3.13,3
towheaded,19,12,11.33,3.63,3
trailblazer,19,19,10.68,5,3
transgendered,18,18,16.5,4.11,3
trapezoid,19,19,12.11,3.2,3
travois,21,8,17.62,5.13,3
tresses,18,12,10.75,4.69,3
tribesman,18,18,10.11,3.46,3
trichinosis,18,7,18.86,1.46,3
unblessed,18,18,9.28,4.17,3
unblinking,37,32,10.16,2.95,3
undemocratic,18,17,12.76,4.38,3
underclass,18,16,11.38,3.56,3
undergrowth,18,18,11.33,2.85,3
undiminished,19,19,11.68,3.2,3
ungainly,18,14,10.43,2.28,3
ungoverned,19,19,11.53,3.31,3
unhygienic,37,34,11.56,2.6,3
unimportance,18,18,9.94,2.55,3
unlivable,20,20,9.7,2.89,3
unpaved,19,19,8.68,2.67,3
unpin,18,16,8.44,4.37,3
unpolluted,19,19,9.21,2.88,3
unranked,18,18,10.56,2.96,3
unsaddle,19,17,10,3.77,3
unscrambled,18,18,11.17,2.85,3
unshackled,19,19,9.95,3.05,3
unstained,18,17,8.76,2.46,3
unstated,18,18,10.72,2.65,3
unsterilized,20,20,11.95,4.19,3
untangled,19,19,7.37,3.95,3
untrammeled,19,6,12,3.95,3
untranslatable,18,17,11.65,4.17,3
uttermost,18,15,12.67,3.9,3
vacationland,19,15,9,3.95,3
varietal,18,14,14.21,2.26,3
vegetarianism,19,19,11.58,3.63,3
verity,20,15,15.13,4.85,3
vexation,18,15,14.8,3.84,3
vicuna,19,3,20,4.58,3
vinegary,19,15,10.47,3.25,3
waspish,19,14,14.14,3.82,3
weaponless,20,20,10.65,4.82,3
wearable,18,18,9.72,3.44,3
weskit,18,8,14.88,5.19,3
wetsuit,19,19,8.79,2.27,3
whispery,18,17,10.71,3.48,3
whiten,18,18,7.11,2.87,3
whoremonger,18,17,13.41,3.08,3
whorl,18,11,13.36,3.67,3
wildflower,18,18,6.44,3.7,3
woolgathering,18,15,12.07,3.75,3
workweek,20,20,10.05,3.43,3
worldliness,18,18,12.11,4.3,3
xenophobic,18,14,13.86,3.68,3
xylem,19,9,13.56,3.91,3
yond,19,8,12.62,4.78,3
abase,19,14,14.57,4.29,3
abatement,21,17,15.12,2.78,3
absentminded,19,19,10.84,3.11,3
abstruse,20,10,14.6,3.34,3
accumulative,20,20,12.5,3.33,3
accusatory,22,22,11.18,2.58,3
acquisitive,20,16,14.19,3.06,3
actualization,21,19,13.84,3.5,3
adventuresome,21,21,10.38,3.25,3
adverbial,18,14,13.14,2.71,3
amass,18,18,12,2.95,3
ambassadorship,21,20,13.45,3.52,3
amontillado,19,7,14.43,6.45,3
ampersand,19,15,13.2,3.43,3
anachronistic,19,14,15.79,3.53,3
anise,19,13,14.08,5.45,3
antecedent,19,14,15.29,3.05,3
anthropoid,19,15,14.33,3.24,3
antiestablishment,20,20,14.85,2.43,3
antivenin,20,14,13.79,2.46,3
artilleryman,19,17,13,3.04,3
asker,19,18,7.94,2.62,3
astronomic,19,19,12.47,3.13,3
asymmetry,21,19,11.68,2.93,3
atremble,18,7,11,2.52,3
attentiveness,20,20,12.1,4.29,3
attenuate,19,8,16.12,2.53,3
audiologist,21,19,13.74,3.84,3
awestruck,18,18,10.28,2.56,3
